year,ncessch,ncessch_num,leaid,fips,grade,race,sex,enrollment
2015,460004601167,460004601167,4600046,46,2,2,99,0.0
2008,370231001880,370231001880,3702310,37,2,5,1,0.0
2010,130000102444,130000102444,1300001,13,99,2,1,164.0
2011,60198000086,60198000086,601980,6,99,2,1,0.0
2013,64125006827,64125006827,641250,6,2,99,1,51.0
2010,261881005557,261881005557,2618810,26,0,5,2,0.0
2016,341617003042,341617003042,3416170,34,99,7,2,2.0
2004,370331000387,370331000387,3703310,37,1,4,1,1.0
2005,360010302196,360010302196,3600103,36,-1,3,1,15.0
2010,40625000511,40625000511,406250,4,0,4,2,1.0
1998,10315001207,10315001207,103150,1,11,99,2,115.0
2009,120051002305,120051002305,1200510,12,-1,7,2,-2.0
2000,422583001741,422583001741,4225830,42,99,3,99,9.0
2016,440111000298,440111000298,4401110,44,5,5,99,0.0
2003,550004402498,550004402498,5500044,55,6,4,99,0.0
2014,550522000561,550522000561,5505220,55,9,4,2,1.0
2000,420666004819,420666004819,4206660,42,3,1,99,0.0
2009,360009605961,360009605961,3600096,36,10,3,99,4.0
2017,470453001803,470453001803,4704530,47,4,5,2,
2015,80723001247,80723001247,807230,8,-1,5,99,0.0
2008,61233008827,61233008827,612330,6,4,6,1,1.0
2009,210090001978,210090001978,2100900,21,-1,7,1,-2.0
1999,481035000516,481035000516,4810350,48,4,99,2,27.0
2003,250294000361,250294000361,2502940,25,5,5,2,0.0
2001,370438001731,370438001731,3704380,37,4,3,99,0.0
2005,484623005274,484623005274,4846230,48,9,99,99,79.0
1999,480906007093,480906007093,4809060,48,8,1,99,27.0
2015,261242004939,261242004939,2612420,26,99,3,1,1.0
2004,350216000804,350216000804,3502160,35,-1,99,1,3.0
2006,80243001826,80243001826,802430,8,4,1,99,21.0
1992,20061000284,20061000284,200610,2,11,99,99,1.0
2008,192067002086,192067002086,1920670,19,8,3,2,0.0
2012,350006000077,350006000077,3500060,35,4,1,2,3.0
2014,530543001853,530543001853,5305430,53,3,3,2,7.0
2012,483000003370,483000003370,4830000,48,4,3,99,21.0
2000,465982000548,465982000548,4659820,46,4,3,99,0.0
2002,270002503394,270002503394,2700025,27,0,99,2,0.0
2015,230006200560,230006200560,2300062,23,1,1,99,9.0
2015,482001010497,482001010497,4820010,48,99,3,2,21.0
1999,190330000025,190330000025,1903300,19,12,3,2,0.0
2004,210495001225,210495001225,2104950,21,-1,5,1,-1.0
2012,261962005624,261962005624,2619620,26,2,5,1,0.0
2006,530003000005,530003000005,5300030,53,0,5,99,1.0
2009,240036000662,240036000662,2400360,24,0,4,2,0.0
2018,530802002354,530802002354,5308020,53,3,5,1,
2009,220156001174,220156001174,2201560,22,4,1,99,43.0
2000,251143001886,251143001886,2511430,25,3,2,1,-1.0
2016,171359001656,171359001656,1713590,17,1,1,1,9.0
2010,260993007515,260993007515,2609930,26,-1,2,2,-1.0
2014,120144007612,120144007612,1201440,12,99,4,1,0.0
2005,483291003626,483291003626,4832910,48,8,3,99,4.0
2001,273384002999,273384002999,2733840,27,5,4,1,1.0
2006,170693000358,170693000358,1706930,17,2,5,1,0.0
2004,316592000860,316592000860,3165920,31,4,1,2,0.0
2005,261452005134,261452005134,2614520,26,3,1,1,3.0
2002,482364008270,482364008270,4823640,48,0,5,99,0.0
2009,551455001887,551455001887,5514550,55,8,5,99,1.0
2005,360384000138,360384000138,3603840,36,5,3,2,5.0
2009,171200001449,171200001449,1712000,17,9,5,1,0.0
2008,63462005820,63462005820,634620,6,1,1,99,61.0
2002,362058001827,362058001827,3620580,36,0,2,1,7.0
2017,173630003751,173630003751,1736300,17,1,7,99,1.0
1992,261011004501,261011004501,2610110,26,99,99,99,459.0
2017,80002006305,80002006305,800020,8,99,1,2,356.0
2008,370027002202,370027002202,3700270,37,99,3,2,12.0
2000,62865004448,62865004448,628650,6,3,1,99,0.0
2000,481431000920,481431000920,4814310,48,99,3,2,66.0
2011,530240000336,530240000336,5302400,53,5,5,99,1.0
2003,62979004636,62979004636,629790,6,4,2,1,0.0
2002,470318001647,470318001647,4703180,47,15,3,2,-1.0
2000,40345001539,40345001539,403450,4,99,5,99,0.0
2006,60282008714,60282008714,602820,6,99,4,1,11.0
2010,90279000580,90279000580,902790,9,8,99,2,11.0
2006,450249001420,450249001420,4502490,45,99,99,1,334.0
2016,63432005537,63432005537,634320,6,10,7,2,22.0
2010,273819001656,273819001656,2738190,27,5,1,2,53.0
2015,360008602737,360008602737,3600086,36,15,2,2,2.0
2003,481739001501,481739001501,4817390,48,1,2,1,0.0
2009,550960001176,550960001176,5509600,55,7,6,1,-2.0
1999,510294001226,510294001226,5102940,51,0,1,2,0.0
2016,10237000904,10237000904,102370,1,-1,9,9,0.0
2010,341134002306,341134002306,3411340,34,1,2,99,48.0
2016,60363007098,60363007098,603630,6,1,6,2,
2017,130174000704,130174000704,1301740,13,4,2,1,3.0
1998,550114000162,550114000162,5501140,55,99,1,1,323.0
2017,361020004551,361020004551,3610200,36,0,4,2,11.0
2015,60001709101,60001709101,600017,6,3,2,99,7.0
1999,400915000386,400915000386,4009150,40,0,2,1,14.0
2011,482364002594,482364002594,4823640,48,-1,2,1,-2.0
2005,530375002426,530375002426,5303750,53,99,2,1,2.0
2001,62316003540,62316003540,623160,6,12,5,2,0.0
2013,60015812929,60015812929,600158,6,9,2,2,0.0
2007,530240000340,530240000340,5302400,53,6,1,99,19.0
2011,90483000541,90483000541,904830,9,-1,4,2,0.0
2018,240039000706,240039000706,2400390,24,99,99,9,0.0
2001,20051000727,20051000727,200510,2,2,3,1,0.0
2011,270005502756,270005502756,2700055,27,10,6,1,0.0
2012,410963001489,410963001489,4109630,41,6,7,1,0.0
2013,360012306047,360012306047,3600123,36,99,1,99,109.0
1998,292886001820,292886001820,2928860,29,3,4,2,0.0
2013,50687000415,50687000415,506870,5,2,3,2,18.0
2016,251266002078,251266002078,2512660,25,2,3,1,
2003,200402000923,200402000923,2004020,20,9,3,99,0.0
2011,450390201062,450390201062,4503902,45,5,99,99,99.0
2017,261469005163,261469005163,2614690,26,0,5,2,1.0
2012,160330000562,160330000562,1603300,16,6,7,1,0.0
1999,401029000448,401029000448,4010290,40,0,3,1,1.0
2017,263441006984,263441006984,2634410,26,99,6,99,0.0
2000,484567005191,484567005191,4845670,48,6,3,99,1.0
2007,220165000822,220165000822,2201650,22,11,2,1,2.0
1994,470294001077,470294001077,4702940,47,99,2,99,737.0
2007,450249000621,450249000621,4502490,45,5,2,1,26.0
1999,120168002463,120168002463,1201680,12,4,99,1,85.0
2010,62271002924,62271002924,622710,6,2,2,2,1.0
2016,481623021021,481623021021,4816230,48,2,3,1,17.0
2011,482364002494,482364002494,4823640,48,4,7,2,1.0
2011,40444000348,40444000348,404440,4,7,2,2,-2.0
2014,551365002879,551365002879,5513650,55,99,1,1,57.0
2015,120024000304,120024000304,1200240,12,4,99,1,68.0
2013,560624000343,560624000343,5606240,56,99,99,1,190.0
2012,470207000661,470207000661,4702070,47,11,4,99,1.0
2004,483870005460,483870005460,4838700,48,12,4,1,1.0
2018,510324001928,510324001928,5103240,51,2,7,99,0.0
2003,80300001332,80300001332,803000,8,2,5,2,1.0
2013,300903000259,300903000259,3009030,30,4,3,99,1.0
2006,360729000517,360729000517,3607290,36,99,2,1,7.0
2016,720003001814,720003001814,7200030,72,4,99,2,17.0
2015,470360001496,470360001496,4703600,47,4,1,1,55.0
1998,320006000068,320006000068,3200060,32,5,5,1,1.0
2018,450336001195,450336001195,4503360,45,99,1,99,10.0
2018,551119003364,551119003364,5511190,55,99,99,9,0.0
2000,69101807135,69101807135,691018,6,11,1,99,30.0
2013,63432010056,63432010056,634320,6,4,2,99,18.0
2003,421098004845,421098004845,4210980,42,11,1,99,0.0
2002,550147000189,550147000189,5501470,55,10,1,99,90.0
2016,340531000442,340531000442,3405310,34,12,3,2,24.0
2003,481302007448,481302007448,4813020,48,5,2,1,3.0
2012,480001807302,480001807302,4800018,48,3,1,2,1.0
2005,341242000400,341242000400,3412420,34,1,99,2,23.0
2015,63750006333,63750006333,637500,6,4,1,99,39.0
2005,63531005994,63531005994,635310,6,99,99,2,469.0
2018,421971003915,421971003915,4219710,42,0,5,1,0.0
2003,280132000194,280132000194,2801320,28,99,2,99,331.0
1995,362271003197,362271003197,3622710,36,15,99,99,8.0
2012,60002909510,60002909510,600029,6,3,2,99,7.0
2016,317577001531,317577001531,3175770,31,10,9,99,0.0
2018,51200000962,51200000962,512000,5,12,1,99,61.0
2014,173837005543,173837005543,1738370,17,1,5,1,0.0
2015,481146009535,481146009535,4811460,48,6,7,2,1.0
2013,280345000566,280345000566,2803450,28,12,1,1,0.0
2006,390437800434,390437800434,3904378,39,6,4,99,0.0
2016,262187005915,262187005915,2621870,26,99,6,1,1.0
2009,271426001880,271426001880,2714260,27,3,4,1,1.0
2011,173022002530,173022002530,1730220,17,99,7,99,15.0
2004,317374001248,317374001248,3173740,31,1,99,99,54.0
2005,340534005336,340534005336,3405340,34,2,1,1,45.0
2009,40438002003,40438002003,404380,4,1,2,1,0.0
2018,172127005282,172127005282,1721270,17,-1,9,99,0.0
2002,483744004202,483744004202,4837440,48,3,4,99,0.0
2000,251152001065,251152001065,2511520,25,99,5,2,-1.0
2003,251323002238,251323002238,2513230,25,-1,1,2,17.0
2012,300009901031,300009901031,3000099,30,8,4,99,0.0
1996,62577003854,62577003854,625770,6,99,3,99,73.0
2017,510108000058,510108000058,5101080,51,5,7,2,6.0
2011,390437500304,390437500304,3904375,39,6,7,1,0.0
2003,61827002246,61827002246,618270,6,3,5,99,0.0
2001,422217000611,422217000611,4222170,42,99,5,1,-1.0
2012,60002809502,60002809502,600028,6,3,99,1,37.0
2002,173414003503,173414003503,1734140,17,99,5,2,0.0
2009,180141000206,180141000206,1801410,18,99,7,2,-2.0
2010,340531000446,340531000446,3405310,34,2,6,99,0.0
2000,470012000029,470012000029,4700120,47,5,4,2,-1.0
2014,130174000699,130174000699,1301740,13,-1,4,2,0.0
1992,220117000915,220117000915,2201170,22,2,99,99,132.0
2011,40008301015,40008301015,400083,4,11,4,1,0.0
2017,62271003403,62271003403,622710,6,5,9,9,0.0
2002,483897008833,483897008833,4838970,48,12,1,2,0.0
2010,68450009467,68450009467,684500,6,12,6,99,0.0
2000,483873004342,483873004342,4838730,48,1,2,1,0.0
2008,268082001974,268082001974,2680820,26,15,2,99,0.0
2010,40973102377,40973102377,409731,4,10,3,99,0.0
2013,550131000181,550131000181,5501310,55,0,99,99,22.0
2005,391001201359,391001201359,3910012,39,99,5,1,1.0
1991,170993000949,170993000949,1709930,17,0,99,99,71.0
2017,40016301821,40016301821,400163,4,11,1,1,0.0
2001,62637003951,62637003951,626370,6,0,1,99,71.0
2012,62720004100,62720004100,627200,6,10,3,99,147.0
2018,510126000558,510126000558,5101260,51,99,5,99,0.0
2005,200327000061,200327000061,2003270,20,99,2,2,0.0
2016,120177003943,120177003943,1201770,12,99,7,2,20.0
2010,483897004449,483897004449,4838970,48,2,1,1,15.0
2017,10021000042,10021000042,100210,1,4,4,99,8.0
2003,50642000383,50642000383,506420,5,5,3,99,2.0
2011,484554008046,484554008046,4845540,48,11,2,2,-2.0
2010,483552004030,483552004030,4835520,48,6,99,99,121.0
2015,341413004520,341413004520,3414130,34,0,5,2,0.0
2013,390465902603,390465902603,3904659,39,8,4,2,2.0
1994,482364006981,482364006981,4823640,48,99,3,99,6.0
2018,470438001762,470438001762,4704380,47,5,9,9,0.0
2015,390451305441,390451305441,3904513,39,99,99,2,82.0
2012,62019002416,62019002416,620190,6,5,4,1,1.0
2012,465982000540,465982000540,4659820,46,4,1,1,7.0
2016,531005003371,531005003371,5310050,53,1,6,2,
2001,380001400810,380001400810,3800014,38,5,2,99,0.0
2018,360009002194,360009002194,3600090,36,1,3,99,27.0
2005,63153004895,63153004895,631530,6,2,5,99,1.0
2010,61524007518,61524007518,615240,6,11,3,99,19.0
2008,120159002948,120159002948,1201590,12,6,2,99,0.0
2000,61944002332,61944002332,619440,6,5,2,1,2.0
2014,362100002980,362100002980,3621000,36,1,2,1,2.0
2008,62316003539,62316003539,623160,6,3,7,2,0.0
2007,63573006109,63573006109,635730,6,6,1,99,24.0
2001,50612000319,50612000319,506120,5,10,2,2,17.0
2016,317239001102,317239001102,3172390,31,5,5,1,0.0
2017,470315001250,470315001250,4703150,47,1,4,99,2.0
2008,120144001391,120144001391,1201440,12,5,1,99,62.0
2014,362019001854,362019001854,3620190,36,11,3,1,15.0
2011,180387000617,180387000617,1803870,18,5,3,1,0.0
2010,341155004832,341155004832,3411550,34,0,4,99,7.0
2000,292005002503,292005002503,2920050,29,8,2,99,0.0
2001,210249000521,210249000521,2102490,21,-1,5,1,-1.0
2009,362085003395,362085003395,3620850,36,1,5,99,4.0
2015,390476103639,390476103639,3904761,39,1,1,99,46.0
2011,120159002949,120159002949,1201590,12,8,1,1,0.0
2016,317122001035,317122001035,3171220,31,10,7,1,3.0
2001,460852000084,460852000084,4608520,46,1,3,99,0.0
2008,483176007077,483176007077,4831760,48,0,5,1,0.0
2014,540105000861,540105000861,5401050,54,-1,2,1,0.0
2011,660004000010,660004000010,6600040,66,5,3,99,0.0
2005,550468000494,550468000494,5504680,55,-1,4,2,0.0
2012,172127000294,172127000294,1721270,17,8,4,2,9.0
2018,390446301506,390446301506,3904463,39,9,99,2,142.0
2000,10066000286,10066000286,100660,1,7,1,2,0.0
2013,62022007419,62022007419,620220,6,10,5,2,0.0
1999,292355001373,292355001373,2923550,29,4,2,2,6.0
2002,50789000514,50789000514,507890,5,3,4,2,0.0
2016,263294006846,263294006846,2632940,26,10,5,1,2.0
2003,340087000228,340087000228,3400870,34,3,4,2,1.0
2011,280042000027,280042000027,2800420,28,99,6,1,0.0
2010,250756002062,250756002062,2507560,25,3,4,1,8.0
2015,551590002053,551590002053,5515900,55,2,99,1,27.0
2013,360999000773,360999000773,3609990,36,0,2,99,1.0
1987,271104000472,271104000472,2711040,27,4,99,99,62.0
1999,450201000397,450201000397,4502010,45,0,5,2,0.0
2008,130129001490,130129001490,1301290,13,5,6,2,-2.0
1987,470159000493,470159000493,4701590,47,99,99,99,242.0
1999,201164001516,201164001516,2011640,20,3,4,2,0.0
2010,551566002509,551566002509,5515660,55,5,7,1,0.0
2008,250258000160,250258000160,2502580,25,10,2,99,1.0
2004,210180001889,210180001889,2101800,21,2,5,2,0.0
1995,210477001176,210477001176,2104770,21,15,99,99,13.0
2000,40024002027,40024002027,400240,4,1,5,2,1.0
2016,420708001645,420708001645,4207080,42,6,3,99,0.0
2008,220030001088,220030001088,2200300,22,12,7,99,0.0
2011,540060000398,540060000398,5400600,54,-1,7,1,1.0
2015,60753000717,60753000717,607530,6,12,2,99,0.0
2015,480002007304,480002007304,4800020,48,99,2,2,7.0
2016,720003000053,720003000053,7200030,72,99,99,1,135.0
2014,360008102489,360008102489,3600081,36,5,3,99,16.0
2014,261482005178,261482005178,2614820,26,6,3,1,0.0
2008,291201000452,291201000452,2912010,29,5,99,99,46.0
2018,291201000449,291201000449,2912010,29,2,7,2,2.0
2014,410474000544,410474000544,4104740,41,4,6,99,1.0
2017,200831002025,200831002025,2008310,20,10,3,2,
2009,180366000602,180366000602,1803660,18,2,4,1,0.0
2015,421899003649,421899003649,4218990,42,6,2,1,6.0
2014,190651000223,190651000223,1906510,19,1,6,1,0.0
2002,300387000061,300387000061,3003870,30,1,1,2,20.0
2001,482364002487,482364002487,4823640,48,6,5,99,0.0
2012,481527001092,481527001092,4815270,48,1,1,99,65.0
1999,120153003476,120153003476,1201530,12,99,99,99,808.0
2017,130240001058,130240001058,1302400,13,8,99,1,154.0
2016,40074802870,40074802870,400748,4,5,99,99,13.0
2018,270000801514,270000801514,2700008,27,12,1,99,23.0
2014,362121002999,362121002999,3621210,36,1,7,99,5.0
2011,172118003821,172118003821,1721180,17,7,3,2,8.0
1997,210015000022,210015000022,2100150,21,15,99,99,16.0
2007,362874003904,362874003904,3628740,36,1,3,2,0.0
2004,480744008048,480744008048,4807440,48,11,99,1,0.0
2016,62958012022,62958012022,629580,6,12,2,1,6.0
2007,292289001306,292289001306,2922890,29,0,5,1,0.0
2004,280387001164,280387001164,2803870,28,4,99,1,23.0
2015,360009702829,360009702829,3600097,36,15,99,1,4.0
2006,60939002599,60939002599,609390,6,99,4,2,31.0
1998,341197001748,341197001748,3411970,34,99,5,1,0.0
2009,482076008578,482076008578,4820760,48,2,5,1,0.0
2010,174169005458,174169005458,1741690,17,0,4,2,7.0
1998,361863001688,361863001688,3618630,36,99,1,99,1453.0
2001,40880001606,40880001606,408800,4,12,3,1,0.0
2004,390481900483,390481900483,3904819,39,11,4,2,0.0
2018,60006812658,60006812658,600068,6,12,6,1,0.0
2006,10042000206,10042000206,100420,1,11,5,2,0.0
2006,362859003871,362859003871,3628590,36,11,5,1,0.0
2012,180244000282,180244000282,1802440,18,0,1,99,22.0
2015,481623007854,481623007854,4816230,48,7,2,2,7.0
2003,80264000159,80264000159,802640,8,0,99,99,57.0
2010,260010500661,260010500661,2600105,26,2,1,2,1.0
2014,568018000031,568018000031,5680180,56,10,3,2,0.0
2004,720003001076,720003001076,7200030,72,0,1,99,0.0
2010,80567000971,80567000971,805670,8,4,7,99,2.0
2005,360010102497,360010102497,3600101,36,4,99,99,110.0
1988,250702001025,250702001025,2507020,25,99,5,99,0.0
2016,540105000857,540105000857,5401050,54,10,9,9,0.0
2009,180015000029,180015000029,1800150,18,99,4,99,6.0
2010,40013601802,40013601802,400136,4,3,6,99,0.0
2009,510126000493,510126000493,5101260,51,8,6,99,0.0
2000,510324001894,510324001894,5103240,51,7,2,1,89.0
2012,191632000974,191632000974,1916320,19,99,5,99,1.0
2015,90279001904,90279001904,902790,9,7,99,1,0.0
2016,361752001566,361752001566,3617520,36,4,4,99,0.0
2005,40014301718,40014301718,400143,4,6,5,1,0.0
2013,551380001809,551380001809,5513800,55,2,6,99,0.0
2012,490015000378,490015000378,4900150,49,99,3,1,5.0
2018,360008502380,360008502380,3600085,36,1,4,1,
2010,510384000436,510384000436,5103840,51,8,7,2,18.0
2014,370060002911,370060002911,3700600,37,10,6,1,0.0
2005,40024002027,40024002027,400240,4,8,5,99,5.0
2007,360008602338,360008602338,3600086,36,99,99,2,155.0
2000,480006907916,480006907916,4800069,48,99,99,2,103.0
2009,263633001918,263633001918,2636330,26,-1,6,2,-2.0
2017,340408002980,340408002980,3404080,34,-1,99,9,0.0
2016,63579010971,63579010971,635790,6,99,6,1,
2011,490114000607,490114000607,4901140,49,1,2,99,0.0
2007,61029005406,61029005406,610290,6,0,2,2,1.0
2018,64158010139,64158010139,641580,6,2,9,99,0.0
1997,340783002780,340783002780,3407830,34,99,99,99,2566.0
2009,262475006137,262475006137,2624750,26,99,1,99,156.0
2016,250195002366,250195002366,2501950,25,15,3,2,0.0
2018,482034002010,482034002010,4820340,48,5,9,9,0.0
2018,361557001340,361557001340,3615570,36,10,5,99,0.0
2006,480016310815,480016310815,4800163,48,6,99,99,3.0
2002,470426001730,470426001730,4704260,47,15,4,1,-1.0
2007,310017202008,310017202008,3100172,31,99,3,1,0.0
2009,482475002767,482475002767,4824750,48,-1,1,99,4.0
2004,192100001260,192100001260,1921000,19,4,4,99,0.0
2018,421899003687,421899003687,4218990,42,1,5,2,0.0
2014,482019006411,482019006411,4820190,48,1,99,99,134.0
2010,120144004999,120144004999,1201440,12,6,3,1,1.0
1998,361464001218,361464001218,3614640,36,6,4,2,-1.0
2013,420010700678,420010700678,4200107,42,9,4,99,10.0
2015,40906000946,40906000946,409060,4,4,1,1,13.0
1999,470336001428,470336001428,4703360,47,0,1,2,-1.0
2010,130174000710,130174000710,1301740,13,1,5,1,0.0
2018,450201000398,450201000398,4502010,45,4,2,2,11.0
2008,240003000031,240003000031,2400030,24,7,3,99,0.0
2011,61816002238,61816002238,618160,6,6,6,1,0.0
2011,540060000403,540060000403,5400600,54,12,99,99,163.0
1999,40243000176,40243000176,402430,4,0,4,1,0.0
2003,10306201362,10306201362,103062,1,12,2,2,2.0
2001,262649001381,262649001381,2626490,26,0,3,1,0.0
2013,490021000810,490021000810,4900210,49,-1,5,2,0.0
2005,317284001166,317284001166,3172840,31,99,99,1,212.0
2017,330299000119,330299000119,3302990,33,1,1,99,4.0
2017,160234001080,160234001080,1602340,16,4,5,1,
2003,381828000629,381828000629,3818280,38,1,1,99,19.0
2003,390005703090,390005703090,3900057,39,7,2,1,55.0
2009,150003000242,150003000242,1500030,15,0,7,1,-2.0
2005,272805003093,272805003093,2728050,27,12,5,1,0.0
2001,60216007259,60216007259,602160,6,1,3,99,19.0
1992,483873004358,483873004358,4838730,48,99,3,99,588.0
2012,480141112295,480141112295,4801411,48,11,5,2,0.0
2006,120111002680,120111002680,1201110,12,3,5,2,0.0
1991,390479003035,390479003035,3904790,39,99,2,99,1.0
2002,341014000612,341014000612,3410140,34,3,4,2,2.0
2000,390496603666,390496603666,3904966,39,99,3,2,3.0
2004,280111000141,280111000141,2801110,28,6,3,1,0.0
2011,484496006626,484496006626,4844960,48,3,4,1,0.0
2016,130159000775,130159000775,1301590,13,12,7,2,2.0
2003,341146002888,341146002888,3411460,34,1,3,1,34.0
2015,484347013379,484347013379,4843470,48,99,5,2,2.0
2012,720003001091,720003001091,7200030,72,5,4,99,0.0
2006,390495603633,390495603633,3904956,39,1,5,99,0.0
2004,362058002400,362058002400,3620580,36,5,4,2,1.0
2007,171848002142,171848002142,1718480,17,5,4,1,0.0
